CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,ENVIRONMENT_IMPACT_POTENTIAL,MAINHEAT_ENV_EFF,MAINHEAT_ENERGY_EFF,CURRENT_ENERGY_EFFICIENCY,LIGHTING_COST_CURRENT,MAINS_GAS_FLAG,HOT_WATER_ENV_EFF,FLOOR_HEIGHT,POTENTIAL_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,HOT_WATER_COST_CURRENT,MAINHEATC_ENERGY_EFF,ENERGY_CONSUMPTION_CURRENT
50,158,3.4,1.9,76,1,1,61,59,1,1,2.4,78,3,142,1,288
57,118,4.9,2.0,77,1,1,55,72,1,1,2.4,80,3,76,1,308
35,128,5.8,3.8,73,1,1,65,189,1,1,2.39,77,3,126,1,200
42,161,5.8,3.9,69,1,1,64,113,1,1,2.37,76,3,83,1,237
15,4,1.2,0.1,98,1,1,84,115,1,1,2.31,96,1,139,1,87
37,85,2.8,1.2,85,1,1,68,62,1,1,2.25,85,3,109,1,208
32,81,2.7,1.2,85,1,1,72,94,1,1,2.45,86,2,115,1,180
44,210,2.1,1.7,75,1,1,70,68,1,1,2.38,73,2,224,1,250
38,143,6.6,3.9,73,1,1,60,186,1,1,2.5,75,3,267,1,239
37,115,3.5,2.0,78,1,1,68,75,1,1,2.32,81,3,152,1,208
16,92,0.9,0.9,87,1,1,83,55,1,1,2.4,83,1,74,1,92
15,82,0.8,0.8,89,1,1,83,51,1,1,2.5,83,1,72,1,82
63,65,5.2,1.0,87,1,1,51,111,1,1,2.48,88,4,308,1,357
23,130,2.4,2.4,78,1,1,79,96,1,1,2.46,79,2,98,1,130
30,114,3.2,1.9,81,1,1,71,130,1,1,2.4,82,2,215,1,186
39,54,2.0,0.5,90,1,1,71,77,1,1,2.4,90,2,260,1,223
33,108,3.5,2.1,78,1,1,70,83,1,1,2.34,82,2,126,1,187
37,106,2.9,1.5,81,1,1,69,91,1,1,2.38,83,2,118,1,209
46,109,4.2,1.8,79,1,1,62,92,1,1,2.49,82,3,84,1,262
27,70,2.2,1.0,88,1,1,76,73,1,1,2.31,88,2,98,1,153
40,109,5.1,2.5,77,1,1,65,124,1,1,2.41,82,3,87,1,224
40,196,1.4,1.2,80,1,1,73,37,1,1,2.36,75,2,109,1,227
19,108,1.1,1.1,85,1,1,81,55,1,1,2.4,81,1,74,1,108
38,56,1.8,0.5,91,1,1,72,69,1,1,2.38,90,2,140,1,216
37,64,2.6,0.8,88,1,1,70,61,1,1,2.47,88,2,106,1,211
29,165,1.6,1.6,77,1,1,76,51,1,1,2.33,76,2,82,1,165
38,137,4.9,3.1,73,1,1,66,92,1,1,2.35,79,3,125,1,218
30,107,3.7,2.3,77,1,1,71,99,1,1,2.4,82,2,104,1,171
31,90,2.8,1.5,84,1,1,74,74,1,1,2.36,86,2,77,1,175
39,78,2.7,1.0,87,1,1,70,154,1,1,2.31,88,2,328,1,219
28,58,2.0,0.7,89,1,1,75,65,1,1,2.37,89,2,107,1,160
50,102,8.5,3.2,78,1,1,56,108,1,1,2.44,82,3,179,1,277
27,153,1.2,1.2,81,1,1,78,46,1,1,2.43,78,2,107,1,153
27,88,2.8,1.6,84,1,1,76,82,1,1,2.4,86,2,96,1,153
56,112,4.8,1.8,82,1,1,59,79,1,1,2.5,84,3,171,1,315
30,76,5.0,2.0,84,1,1,67,127,1,1,2.43,84,3,121,1,188
31,33,2.0,0.4,92,1,1,73,56,1,1,2.43,91,2,115,1,179
46,126,4.1,1.6,81,1,1,55,85,1,1,2.29,79,3,144,1,303
49,164,5.1,3.1,70,1,1,61,92,1,1,2.41,76,3,140,1,278
48,162,5.4,3.2,69,1,1,58,168,1,1,2.4,75,3,128,1,275
41,84,5.2,1.9,82,1,1,63,140,1,1,2.42,85,3,97,1,232
23,38,1.6,0.5,93,1,1,79,64,1,1,2.31,92,2,81,1,134
37,142,3.8,2.5,73,1,1,58,130,1,1,2.28,69,3,167,1,214
37,75,2.2,0.8,89,1,1,72,52,1,1,2.33,89,2,78,1,208
14,-5,1.1,0.0,99,1,1,85,111,1,1,2.31,97,1,139,1,79
39,163,1.9,1.4,79,1,1,71,44,1,1,2.3,77,2,70,1,221
25,57,2.8,1.2,87,1,1,76,145,1,1,2.36,88,2,203,1,139
28,99,3.4,2.2,80,1,1,74,124,1,1,2.31,84,2,79,1,157
39,223,1.4,1.4,77,1,1,74,35,1,1,2.38,74,2,92,1,223
35,99,2.5,1.3,82,1,1,71,106,1,1,2.4,84,2,225,1,197
47,138,7.7,4.2,71,1,1,59,133,1,1,2.44,77,3,132,1,257
25,123,1.3,1.1,84,1,1,78,52,1,1,2.39,80,2,66,1,141
34,74,2.4,1.0,86,1,1,72,61,1,1,2.3,87,2,85,1,191
34,118,5.4,3.3,76,1,1,69,104,1,1,2.53,81,2,118,1,195
45,154,5.3,3.4,71,1,1,63,68,1,1,2.44,76,3,155,1,244
46,80,2.7,0.9,86,1,1,66,52,1,1,2.34,87,3,119,1,259
22,122,0.9,0.9,86,1,1,80,60,1,1,2.41,81,2,74,1,127
41,115,5.0,2.5,78,1,1,65,143,1,1,2.36,82,3,260,1,235
38,130,4.1,2.5,75,1,1,67,140,1,1,2.4,80,3,298,1,213
38,87,2.5,1.1,86,1,1,69,94,1,1,2.27,86,2,159,1,215
32,171,1.2,1.1,82,1,1,76,61,1,1,2.27,77,2,131,1,184
41,111,3.5,1.7,78,1,1,66,134,1,1,2.4,82,3,256,1,230
37,101,2.8,1.4,82,1,1,69,118,1,1,2.28,84,2,247,1,210
49,217,2.0,1.6,76,1,1,69,61,1,1,2.51,73,2,147,1,277
39,93,2.8,1.2,84,1,1,69,127,1,1,2.35,85,2,156,1,220
41,140,5.0,3.2,74,1,1,66,144,1,1,2.3,79,3,217,1,228
47,59,1.9,0.5,90,1,1,68,59,1,1,2.28,89,3,154,1,265
37,104,3.0,1.5,82,1,1,70,107,1,1,2.37,85,2,177,1,212
35,91,2.9,1.4,82,1,1,70,113,1,1,2.4,85,2,289,1,197
43,96,3.6,1.5,83,1,1,65,111,1,1,2.44,85,3,184,1,246
22,73,3.0,1.8,86,1,1,79,175,1,1,2.43,88,2,224,1,126
31,101,2.9,1.7,81,1,1,72,123,1,1,2.29,84,2,257,1,179
27,93,3.4,2.1,82,1,1,75,145,1,1,2.41,85,2,312,1,156
36,109,3.1,1.7,81,1,1,70,126,1,1,2.44,84,2,241,1,205
22,34,1.6,0.5,92,1,1,79,110,1,1,2.39,91,2,167,1,123
26,92,3.4,1.9,84,1,1,74,153,1,1,2.45,85,2,303,1,161
50,142,6.4,3.2,72,1,1,57,147,1,1,2.41,78,3,261,1,284
36,66,2.5,0.9,87,1,1,70,98,1,1,2.34,88,2,153,1,204
61,127,5.0,1.9,79,1,1,56,131,1,1,2.44,82,3,183,1,344
20,81,3.5,2.6,83,1,1,79,216,1,1,2.34,85,2,209,1,113
61,165,5.1,2.6,69,1,1,51,111,1,1,2.51,74,4,166,1,332
40,216,2.7,2.5,68,1,1,69,102,1,1,2.25,70,2,238,1,230
46,165,2.2,1.4,79,1,1,68,82,1,1,2.39,76,3,199,1,262
28,60,2.1,0.8,88,1,1,75,111,1,1,2.41,89,2,210,1,161
32,93,2.9,1.5,82,1,1,72,140,1,1,2.35,84,2,195,1,182
30,73,2.5,1.1,85,1,1,73,120,1,1,2.39,87,2,242,1,171
48,140,3.7,1.9,77,1,1,64,105,1,1,2.37,81,3,282,1,273
36,89,3.6,1.6,84,1,1,70,126,1,1,2.27,86,2,258,1,205
36,125,4.2,2.6,76,1,1,69,140,1,1,2.26,81,2,268,1,205
32,105,4.8,3.0,77,1,1,70,194,1,1,2.35,81,2,351,1,173
42,131,4.5,2.5,75,1,1,65,154,1,1,2.45,80,3,411,1,239
35,46,1.9,0.5,92,1,1,74,78,1,1,2.29,91,2,161,1,196
31,141,1.3,1.0,83,1,1,76,64,1,1,2.45,79,2,135,1,176
31,96,3.9,2.2,81,1,1,72,192,1,1,2.4,84,2,261,1,175
45,87,4.1,1.4,83,1,1,63,119,1,1,2.43,85,3,305,1,256
10,43,0.9,0.7,92,1,1,88,129,1,1,2.31,89,1,146,1,54
22,56,2.2,1.0,89,1,1,79,134,1,1,2.4,89,2,202,1,126
27,104,3.6,2.3,82,1,1,72,150,1,1,2.39,82,2,196,1,165
34,171,1.8,1.6,76,1,1,73,77,1,1,2.31,75,2,142,1,190
36,179,2.0,1.7,75,1,1,72,78,1,1,2.4,74,2,169,1,205
32,77,2.6,1.2,85,1,1,72,167,1,1,2.42,86,2,254,1,182
27,30,1.9,0.4,93,1,1,76,102,1,1,2.45,92,2,203,1,152
38,91,2.7,1.2,84,1,1,67,190,1,1,2.29,84,3,247,1,218
27,135,2.1,1.9,79,1,1,76,112,1,1,2.4,78,2,161,1,153
52,155,4.4,2.4,72,1,1,59,114,1,1,2.44,77,3,192,1,292
25,100,3.4,2.5,81,1,1,77,183,1,1,2.45,84,2,199,1,140
32,169,1.5,1.4,79,1,1,75,76,1,1,2.418,76,2,162,1,181
47,135,3.9,2.0,76,1,1,63,112,1,1,2.4,80,3,233,1,265
10,44,1.0,0.8,91,1,1,88,132,1,1,2.39,89,1,149,1,55
42,141,3.4,1.8,80,1,1,64,145,1,1,2.3,80,3,195,1,261
47,139,5.8,3.1,74,1,1,61,145,1,1,2.45,79,3,195,1,260
18,66,0.8,0.6,89,1,1,71,79,1,1,2.28,73,2,221,1,96
40,69,4.0,1.3,86,1,1,66,128,1,1,2.4,87,3,257,1,226
45,129,4.2,2.2,77,1,1,64,122,1,1,2.47,81,3,240,1,253
36,79,2.4,1.0,87,1,1,72,94,1,1,2.31,88,2,159,1,204
34,92,3.0,1.5,84,1,1,71,188,1,1,2.42,86,2,244,1,191
34,99,3.5,1.8,80,1,1,69,128,1,1,2.43,83,2,198,1,195
33,151,1.7,1.4,80,1,1,73,133,1,1,2.33,77,2,235,1,188
34,108,3.4,1.9,80,1,1,70,139,1,1,2.34,83,2,259,1,194
10,48,1.2,1.0,90,1,1,88,152,1,1,2.31,89,1,152,1,57
22,127,1.0,1.0,85,1,1,80,72,1,1,2.38,80,2,147,1,127
48,68,2.2,0.6,88,1,1,66,68,1,1,2.41,88,3,202,1,273
33,66,2.1,0.8,89,1,1,73,109,1,1,2.33,89,2,174,1,190
34,86,2.9,1.3,85,1,1,72,112,1,1,2.31,87,2,232,1,195
45,159,2.1,1.3,80,1,1,68,70,1,1,2.37,77,3,148,1,254
15,41,1.9,1.0,91,1,1,84,145,1,1,2.54,92,1,152,1,85
47,204,2.2,1.7,74,1,1,67,69,1,1,2.28,73,3,221,1,264
27,153,1.8,1.8,77,1,1,76,95,1,1,2.43,76,2,222,1,153
24,47,1.8,0.7,91,1,1,78,111,1,1,2.29,91,2,186,1,135
60,97,6.0,1.8,81,1,1,52,127,1,1,2.43,84,4,319,1,338
37,53,2.1,0.6,90,1,1,71,125,1,1,2.38,90,2,311,1,210
20,83,3.4,2.2,83,1,1,76,178,1,1,2.38,84,2,245,1,126
24,69,2.6,1.4,86,1,1,77,142,1,1,2.36,87,2,221,1,134
39,141,4.9,3.1,74,1,1,64,217,1,1,2.45,77,3,262,1,225
48,79,4.4,1.3,85,1,1,62,119,1,1,2.4,87,3,305,1,272
31,72,3.0,1.3,86,1,1,72,124,1,1,2.41,87,2,183,1,178
27,100,3.7,2.5,81,1,1,75,162,1,1,2.4,84,2,266,1,153
45,131,5.2,2.7,74,1,1,59,169,1,1,2.34,77,3,349,1,255
13,-7,1.1,-0.1,99,1,1,85,115,1,1,2.31,97,1,140,1,76
30,120,4.4,3.2,74,1,1,71,159,1,1,2.32,79,2,220,1,168
23,115,1.3,1.1,84,1,1,79,114,1,1,2.41,81,2,153,1,133
33,73,2.6,1.1,88,1,1,73,133,1,1,2.34,88,2,250,1,186
36,73,2.5,0.9,87,1,1,71,122,1,1,2.3,88,2,245,1,204
22,84,3.6,2.4,82,1,1,78,173,1,1,2.41,85,2,211,1,127
41,221,2.2,2.1,71,1,1,70,76,1,1,2.4,71,2,216,1,235
38,97,3.0,1.5,83,1,1,69,118,1,1,2.5,85,2,182,1,211
25,55,1.9,0.8,89,1,1,77,125,1,1,2.35,89,2,167,1,140
20,112,1.3,1.3,84,1,1,80,151,1,1,2.42,80,2,203,1,112
62,97,3.7,1.1,84,1,1,57,84,1,1,2.22,85,3,169,1,338
13,45,1.7,1.1,89,1,1,90,151,1,1,2.44,93,1,265,1,70
36,61,1.8,0.6,89,1,1,72,73,1,1,2.38,89,2,164,1,202
33,163,1.5,1.3,80,1,1,75,71,1,1,2.35,77,2,204,1,187
31,88,6.2,3.1,80,1,1,70,189,1,1,2.44,84,2,265,1,178
34,128,5.7,3.8,74,1,1,69,172,1,1,2.45,80,2,254,1,193
35,108,3.1,1.8,79,1,1,69,118,1,1,2.4,82,2,196,1,198
45,56,2.4,0.6,89,1,1,67,114,1,1,2.38,89,3,381,1,254
37,79,2.5,1.0,87,1,1,71,94,1,1,2.3,88,2,240,1,212
20,116,1.4,1.4,82,1,1,80,103,1,1,2.35,80,2,187,1,116
22,126,1.5,1.5,81,1,1,79,104,1,1,2.41,79,2,190,1,126
30,91,3.0,1.6,83,1,1,74,149,1,1,2.38,86,2,207,1,169
30,56,1.8,0.6,89,1,1,75,92,1,1,2.4,89,2,197,1,170
19,108,1.2,1.2,84,1,1,81,98,1,1,2.3,81,1,175,1,108
38,108,3.8,1.9,80,1,1,69,150,1,1,2.42,83,2,268,1,213
47,141,4.6,2.5,73,1,1,62,161,1,1,2.43,79,3,322,1,264
26,134,2.0,1.7,79,1,1,76,114,1,1,2.31,78,2,177,1,150
18,101,0.9,0.9,87,1,1,82,71,1,1,2.3,82,1,160,1,101
9,42,0.9,0.7,92,1,1,88,118,1,1,2.31,90,1,142,1,53
38,123,4.2,2.5,77,1,1,68,127,1,1,2.46,81,3,196,1,213
57,107,2.5,0.9,86,1,1,64,75,1,1,2.38,86,3,360,1,322
30,157,2.3,2.1,76,1,1,75,99,1,1,2.5,76,2,153,1,172
27,157,1.3,1.3,80,1,1,77,86,1,1,2.4,77,2,157,1,157
31,178,1.3,1.3,79,1,1,76,56,1,1,2.5,76,2,129,1,178
22,115,4.3,4.0,74,1,1,75,179,1,1,2.4,76,2,236,1,123
38,100,3.2,1.2,85,1,1,62,103,1,1,2.44,82,3,246,1,252
40,62,2.8,0.8,88,1,1,68,89,1,1,2.35,88,3,173,1,227
33,65,2.4,0.9,88,1,1,72,93,1,1,2.38,88,2,279,1,187
46,91,3.6,1.3,83,1,1,64,99,1,1,2.42,85,3,193,1,262
47,98,3.6,1.3,84,1,1,65,95,1,1,2.45,86,3,237,1,267
35,169,3.1,2.7,73,1,1,70,135,1,1,2.31,73,2,202,1,199
34,123,4.4,2.8,77,1,1,69,161,1,1,2.3,80,2,257,1,192
47,88,3.4,1.2,84,1,1,63,92,1,1,2.42,86,3,187,1,268
39,43,1.5,0.3,92,1,1,72,55,1,1,2.32,91,2,136,1,219
39,165,5.9,4.4,65,1,1,63,156,1,1,2.35,73,3,170,1,222
48,176,3.8,2.5,72,1,1,64,98,1,1,2.41,77,3,180,1,273
44,120,5.2,2.5,77,1,1,63,130,1,1,2.36,81,3,241,1,249
51,170,4.6,2.9,68,1,1,58,108,1,1,2.45,74,3,216,1,280
38,170,1.3,1.0,82,1,1,74,49,1,1,2.4,77,2,137,1,215
53,140,6.2,2.9,75,1,1,55,191,1,1,2.42,78,3,400,1,302
36,55,1.8,0.5,90,1,1,72,106,1,1,2.35,89,2,149,1,205
30,40,1.5,0.4,92,1,1,75,68,1,1,2.31,91,2,128,1,168
42,180,2.2,1.7,75,1,1,69,70,1,1,2.38,74,2,153,1,239
30,128,4.9,3.6,72,1,1,67,161,1,1,2.4,75,3,226,1,172
33,107,3.3,1.9,81,1,1,72,136,1,1,2.34,84,2,172,1,188
35,84,3.9,1.7,84,1,1,70,126,1,1,2.31,86,2,234,1,197
39,90,3.3,1.4,83,1,1,68,115,1,1,2.4,85,3,196,1,223
31,87,4.5,2.3,82,1,1,72,146,1,1,2.34,85,2,246,1,178
31,51,1.8,0.5,90,1,1,73,132,1,1,2.37,89,2,190,1,178
38,98,2.8,1.3,84,1,1,70,105,1,1,2.43,86,2,238,1,217
33,85,2.6,1.2,85,1,1,72,96,1,1,2.4,86,2,229,1,189
33,139,7.5,4.5,75,1,1,61,187,1,1,2.5,75,3,274,1,224
35,75,3.1,1.2,86,1,1,70,107,1,1,2.29,87,2,248,1,199
24,106,4.4,3.4,76,1,1,76,165,1,1,2.4,81,2,170,1,138
31,112,3.0,1.8,81,1,1,64,128,1,1,2.35,75,3,185,1,186
27,154,1.1,1.1,82,1,1,78,57,1,1,2.5,78,2,130,1,154
27,113,3.7,2.7,79,1,1,76,142,1,1,2.43,83,2,174,1,154
39,161,1.9,1.4,79,1,1,71,67,1,1,2.4,77,2,205,1,221
40,123,3.6,2.0,79,1,1,66,139,1,1,2.37,81,3,346,1,226
37,107,3.0,1.6,82,1,1,71,101,1,1,2.35,85,2,242,1,210
34,160,2.3,1.9,77,1,1,73,115,1,1,2.31,77,2,231,1,194
33,66,1.8,0.7,88,1,1,74,78,1,1,2.33,88,2,139,1,185
34,98,2.7,1.4,82,1,1,70,99,1,1,2.3,83,2,160,1,195
45,127,4.3,2.2,76,1,1,63,113,1,1,2.4,81,3,266,1,257
27,43,2.3,0.7,90,1,1,76,138,1,1,2.31,90,2,232,1,151
39,83,4.1,1.4,86,1,1,64,121,1,1,2.31,86,3,312,1,239
42,109,3.4,1.6,82,1,1,67,101,1,1,2.41,84,3,156,1,239
39,82,2.6,1.0,85,1,1,69,121,1,1,2.33,86,2,275,1,221
30,64,2.5,1.0,87,1,1,74,104,1,1,2.43,88,2,226,1,170
40,175,5.3,4.4,65,1,1,65,187,1,1,2.41,73,3,251,1,218
34,64,2.1,0.7,89,1,1,73,80,1,1,2.35,89,2,229,1,195
37,23,1.7,0.2,96,1,1,73,61,1,1,2.33,93,2,139,1,210
36,180,1.4,1.2,80,1,1,74,52,1,1,2.24,76,2,141,1,205
24,113,2.1,1.7,82,1,1,77,222,1,1,2.42,81,2,285,1,138
32,97,4.6,2.6,78,1,1,70,146,1,1,2.4,82,2,244,1,176
33,160,2.1,1.8,78,1,1,74,86,1,1,2.4,77,2,148,1,188
40,57,1.7,0.5,90,1,1,71,56,1,1,2.38,89,2,143,1,226
39,126,4.1,2.4,77,1,1,68,122,1,1,2.39,81,3,256,1,221
12,69,0.9,0.9,89,1,1,86,99,1,1,2.34,86,1,148,1,69
34,98,2.9,1.5,84,1,1,72,104,1,1,2.47,86,2,234,1,195
33,74,1.9,0.8,89,1,1,74,75,1,1,2.38,89,2,154,1,188
12,59,1.7,1.4,87,1,1,87,147,1,1,2.4,88,1,214,1,69
33,174,1.6,1.5,77,1,1,74,65,1,1,2.4,75,2,143,1,189
50,176,2.1,1.3,80,1,1,68,80,1,1,2.398,76,3,125,1,283
34,118,4.6,2.8,77,1,1,70,140,1,1,2.44,82,2,248,1,195
31,91,3.8,2.0,83,1,1,73,140,1,1,2.3,86,2,312,1,178
40,121,3.2,1.8,77,1,1,67,134,1,1,2.41,81,3,245,1,226
38,110,2.8,1.5,81,1,1,69,108,1,1,2.39,83,2,227,1,215
33,106,4.3,2.5,79,1,1,71,144,1,1,2.36,83,2,256,1,185
68,233,5.2,3.2,62,1,1,51,168,1,1,2.32,70,4,434,1,385
25,129,1.1,1.0,84,1,1,79,87,1,1,2.36,80,2,197,1,141
34,143,2.2,1.6,79,1,1,72,85,1,1,2.4,78,2,147,1,195
21,118,0.9,0.9,86,1,1,81,65,1,1,2.4,81,1,142,1,118
37,140,3.6,2.4,75,1,1,69,113,1,1,2.41,80,2,191,1,211
50,155,5.7,3.1,72,1,1,59,154,1,1,2.35,78,3,208,1,286
29,37,1.6,0.4,92,1,1,76,76,1,1,2.3,91,2,186,1,165
35,101,2.8,1.5,84,1,1,72,99,1,1,2.41,85,2,223,1,201
52,93,4.4,1.4,82,1,1,58,158,1,1,2.41,84,3,381,1,293
37,100,2.6,1.3,83,1,1,70,90,1,1,2.29,85,2,185,1,212
33,88,3.6,1.7,84,1,1,71,156,1,1,2.38,86,2,271,1,188
38,111,2.6,1.4,83,1,1,71,89,1,1,2.41,85,2,150,1,216
35,143,2.2,1.6,79,1,1,72,136,1,1,2.47,78,2,232,1,197
20,113,1.3,1.3,83,1,1,81,92,1,1,2.49,81,1,182,1,113
31,93,5.4,2.9,80,1,1,71,168,1,1,2.37,84,2,289,1,174
34,143,4.8,3.2,76,1,1,66,182,1,1,2.38,78,3,258,1,212
38,39,1.8,0.4,94,1,1,72,70,1,1,2.3,92,2,198,1,218
31,87,2.8,1.4,83,1,1,73,109,1,1,2.36,85,2,202,1,174
52,113,4.2,1.6,82,1,1,59,178,1,1,2.45,83,3,243,1,295
43,134,2.3,1.3,82,1,1,68,71,1,1,2.42,79,3,122,1,244
42,79,4.6,1.6,84,1,1,64,122,1,1,2.31,86,3,194,1,237
31,151,1.5,1.3,81,1,1,76,69,1,1,2.43,78,2,148,1,174
36,87,2.7,1.2,84,1,1,70,106,1,1,2.23,86,2,190,1,206
29,88,2.5,1.4,84,1,1,75,104,1,1,2.29,86,2,180,1,166
25,97,3.7,2.3,83,1,1,74,148,1,1,2.39,84,2,259,1,157
20,89,3.3,2.4,82,1,1,77,159,1,1,2.4,83,2,169,1,122
20,78,3.2,2.2,83,1,1,79,204,1,1,2.55,86,2,215,1,116
31,102,2.8,1.4,83,1,1,70,118,1,1,2.23,83,2,187,1,194
41,88,2.1,0.8,86,1,1,69,87,1,1,2.4,86,2,234,1,234
23,42,1.7,0.6,91,1,1,78,100,1,1,2.3,91,2,137,1,131
29,85,3.2,1.7,83,1,1,73,124,1,1,2.46,85,2,180,1,163
20,52,2.3,1.1,87,1,1,79,134,1,1,2.31,89,2,212,1,113
36,54,2.7,0.8,89,1,1,70,107,1,1,2.26,89,2,282,1,204
44,83,5.0,1.7,82,1,1,62,158,1,1,2.31,85,3,296,1,248
25,141,0.8,0.8,86,1,1,80,53,1,1,2.2,80,2,120,1,141
34,79,2.6,1.1,85,1,1,71,101,1,1,2.41,86,2,253,1,195
11,50,0.8,0.7,91,1,1,87,104,1,1,2.37,88,1,133,1,63
40,88,3.2,1.3,84,1,1,67,141,1,1,2.27,86,3,283,1,228
37,103,2.7,1.4,83,1,1,71,101,1,1,2.24,85,2,218,1,208
20,71,3.4,2.2,83,1,1,79,165,1,1,2.43,86,2,208,1,113
32,96,2.5,1.4,83,1,1,73,100,1,1,2.36,85,2,155,1,179
8,36,0.8,0.6,93,1,1,89,118,1,1,2.31,90,1,142,1,47
30,113,4.6,3.0,75,1,1,71,149,1,1,2.4,81,2,277,1,172
22,98,3.2,2.6,80,1,1,82,147,1,1,2.41,85,1,263,1,120
27,73,2.3,1.1,85,1,1,75,105,1,1,2.29,87,2,200,1,154
29,83,2.9,1.5,85,1,1,75,118,1,1,2.37,87,2,169,1,164
37,81,3.2,1.3,84,1,1,69,119,1,1,2.32,86,2,248,1,207
32,180,1.4,1.4,78,1,1,76,60,1,1,2.5,76,2,133,1,180
38,88,3.2,1.4,84,1,1,69,126,1,1,2.28,86,2,289,1,213
22,126,1.3,1.3,83,1,1,80,82,1,1,2.4,80,2,170,1,126
44,76,3.8,1.2,85,1,1,65,106,1,1,2.44,87,3,173,1,247
32,80,2.5,1.2,85,1,1,73,99,1,1,2.35,86,2,235,1,181
18,101,1.1,1.1,86,1,1,82,87,1,1,2.38,82,1,167,1,101
45,157,1.8,1.1,81,1,1,69,56,1,1,2.38,77,2,154,1,256
52,171,4.0,2.3,73,1,1,57,97,1,1,2.3,74,3,239,1,299
32,65,2.0,0.7,88,1,1,73,81,1,1,2.3,88,2,143,1,184
35,160,2.1,1.7,78,1,1,73,79,1,1,2.38,76,2,139,1,201
32,80,2.5,1.2,86,1,1,73,141,1,1,2.36,87,2,167,1,183
29,58,1.8,0.7,90,1,1,76,79,1,1,2.4,90,2,137,1,166
23,118,1.5,1.4,82,1,1,78,185,1,1,2.41,80,2,148,1,129
28,159,1.1,1.1,82,1,1,78,63,1,1,2.2,78,2,128,1,159
38,125,4.7,2.8,77,1,1,68,136,1,1,2.47,81,3,273,1,213
26,100,4.0,2.8,79,1,1,75,159,1,1,2.4,83,2,239,1,145
40,140,7.1,4.4,70,1,1,63,163,1,1,2.41,77,3,257,1,229
22,104,1.4,1.1,85,1,1,79,83,1,1,2.39,81,2,139,1,126
40,96,2.5,1.1,84,1,1,69,83,1,1,2.47,86,2,211,1,224
11,59,1.7,1.7,86,1,1,89,159,1,1,2.4,89,1,214,1,59
38,103,3.1,1.5,83,1,1,70,103,1,1,2.29,85,2,185,1,215
56,108,4.4,1.5,82,1,1,55,190,1,1,2.36,82,3,420,1,318
39,90,3.1,1.3,84,1,1,68,98,1,1,2.41,85,3,156,1,221
41,183,1.7,1.4,79,1,1,72,57,1,1,2.42,76,2,136,1,233
28,161,1.0,1.0,82,1,1,78,51,1,1,2.5,78,2,125,1,161
43,102,2.6,1.1,84,1,1,69,79,1,1,2.46,86,2,229,1,243
25,79,2.8,1.6,85,1,1,77,134,1,1,2.38,87,2,209,1,140
34,87,3.0,1.4,83,1,1,71,109,1,1,2.36,85,2,248,1,192
19,82,4.4,3.5,81,1,1,80,195,1,1,2.39,85,2,219,1,106
23,74,3.0,1.7,86,1,1,79,138,1,1,2.5,88,2,249,1,128
22,59,2.5,1.2,88,1,1,79,135,1,1,2.35,89,2,153,1,125
32,126,5.6,4.0,75,1,1,71,199,1,1,2.52,80,2,237,1,181
32,142,2.3,1.8,80,1,1,74,94,1,1,2.44,78,2,273,1,181
47,86,3.9,1.3,84,1,1,63,102,1,1,2.31,86,3,153,1,269
16,39,0.9,0.4,92,1,1,89,75,1,1,2.31,93,1,207,1,83
28,103,4.2,2.7,79,1,1,73,149,1,1,2.43,83,2,240,1,160
27,140,1.8,1.6,80,1,1,77,87,1,1,2.37,78,2,168,1,154
35,108,3.2,1.8,81,1,1,70,141,1,1,2.33,83,2,170,1,198
35,98,3.8,1.9,80,1,1,69,125,1,1,2.43,84,2,236,1,199
34,100,3.4,1.8,80,1,1,70,137,1,1,2.32,83,2,206,1,195
44,59,2.0,0.5,91,1,1,70,61,1,1,2.33,90,2,128,1,251
56,175,2.6,1.4,78,1,1,63,63,1,1,2.39,76,3,174,1,318
40,96,2.6,1.1,85,1,1,70,85,1,1,2.47,86,2,169,1,225
44,198,2.0,1.6,75,1,1,69,61,1,1,2.47,74,2,123,1,247
33,100,2.9,1.6,81,1,1,71,116,1,1,2.36,84,2,284,1,185
21,118,1.4,1.4,83,1,1,80,93,1,1,2.4,80,2,182,1,118
61,113,4.5,1.5,81,1,1,52,94,1,1,2.25,82,4,239,1,348
38,117,4.7,2.6,76,1,1,66,133,1,1,2.44,81,3,292,1,216
32,30,1.6,0.3,93,1,1,75,67,1,1,2.4,92,2,199,1,180
39,121,5.2,3.1,75,1,1,66,190,1,1,2.34,80,3,381,1,212
30,52,1.7,0.5,90,1,1,75,78,1,1,2.33,90,2,140,1,170
45,98,2.5,1.1,84,1,1,68,92,1,1,2.4,85,3,203,1,247
39,106,3.5,1.5,83,1,1,64,107,1,1,2.43,82,3,192,1,244
29,131,5.0,3.3,77,1,1,66,162,1,1,2.3,76,3,260,1,191
27,155,1.0,1.0,83,1,1,78,58,1,1,2.4,78,2,144,1,155
28,118,5.1,3.8,75,1,1,74,179,1,1,2.55,80,2,259,1,157
37,100,3.2,1.6,82,1,1,69,106,1,1,2.42,85,2,235,1,212
